id,data,feat_C_is_measurable,feat_E_has_commitment_verb,feat_A_is_historical,feat_A_is_historical_analysis,feat_B_is_risk_disclosure,feat_B_is_risk_disclosure_analysis,feat_D_has_hedging_words,feat_D_has_hedging_words_analysis
11542,"每年計算性別薪酬差距,透過永續報告書揭露集團「員工薪酬及獎金平均數及中位數之性別差異」;如經檢視性別差距是報相關因應措施,如調整公司人力結構。2024 年度集團性別薪酬平均值及中位數之差異分別為 18.23% 及 19.78%,集團性別獎金平均值及中位數之差異分別為 18.54%及 18.03%,顯示性別薪酬差距不大。",1,0,1,Step 1: 核心動作是計算與揭露性別薪酬差距，2024 年度的性別薪酬與獎金差異呈現已完成的數據。Step 2: 這些是已揭露的具體數據。Step 3: 沒有未來目標為核心，只描述了已完成的現狀。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司性別薪酬數據揭露。Step 2: 數字是過去/現況的薪酬及獎金差異，不是未來情境衝擊或損失。Step 3: 這是單純的數據揭露，屬於一般資料，應排除為 0。Step 4: 判定為 0。,0,Step 1: 文中沒有明顯的公關軟詞或條件式逃脫語句。Step 2: 提供了2024年度的具體數據，例如性別薪酬及獎金差異的百分比。Step 3: 這些數據可以透過財務報表或審計進行查證。Step 4: 沒有額外的軟詞需要考量，數據明確。判定為 0。
11543,"某公司自 1947 年創立至今,藉著提供高品質的產品與服務給我們的顧客,並持續為社會永續發展付出努力。建立「某公司員工指導綱領」鼓勵同仁應以「沒有最好,只有更好」的態度來實踐此準則,並將此準則持續傳承至未來,希望因此可促進社會繁榮。依本準則的說明,我們必須遵守法規規範、行為保持謙遜、誠實與正直。並且依據其精神,針對與公司營運相關、與公司活動相關、與社會相關三大層面制訂某公司員工行為準則,提供全體員工於日常業務中之行為有所依據。",1,1,1,Step 1: 句中的核心動作為建立員工指導綱領和實踐準則，時間錨點是創立以來。Step 2: 建立指導綱領和準則為已實施的制度，且是常態性管理。Step 3: 未來的期待只是將此準則持續傳承，核心在已建立的常態。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司及其內部管理原則和員工準則。Step 2: 描述的是公司內部行為準則和管理措施，而非外部情境下的潛在衝擊或損失。Step 3: 不是單純數據揭露或風險管理流程，而是公司政策揭露。Step 4: 判定結論為 0。,1,Step 1: 句中出現軟詞如持續、努力、傳承至未來、希望促進、付出等。Step 2: 有提到公司歷史、指導綱領、員工行為準則等具體制度，但沒有量化數據或時間點提升驗證程度。Step 3: 準則與精神是主觀，不易被查證。Step 4: 沒有硬證據能完全覆蓋軟詞，容易被解讀為模糊承諾，因此判定為 1。
11544,"【 某公司快樂捐血日 】 為響應捐血傳愛,某公司慈善每年 2 月、8 月與「台灣血液基金會」合作於北中南共 12 個地點辦理捐血活動。邀請社會大眾、某公司航運長官同仁、關係企業及客戶挽起衣袖共襄盛舉。2024 年共 1,522 人響應募得 2,180 袋義血。",1,0,1,"Step 1: 時間錨點為每年2月、8月與2024年，核心動作為辦理捐血活動與募得義血。Step 2: 2024年募得2,180袋義血為已發生績效。Step 3: 核心為過去績效與現行活動。Step 4: 判定為歷史/現狀，故為 1。",0,Step 1: 主詞是公司與捐血活動資訊。Step 2: 數字描述的是過去的活動參與人數與結果，不是未來情境衝擊或損失。Step 3: 這是單純的公益活動數據揭露，不涉及風險或財務衝擊。Step 4: 判定為 0。,0,"Step 1: 文中沒有使用公關軟詞或條件式逃脫句型。Step 2: 提供了2024年、1,522人、2,180袋等明確數字。Step 3: 捐血活動的時間和成果能被第三方查證。Step 4: 文中沒有軟詞，整段均為具體資訊，因此不需要過度判成1。"
11545,"• 2012年設定總部大樓2015年較2011年降低12%溫室氣體排放量之目標於2013年提前達成 • 簽署支持CDP碳揭露專案 • 設定各公司節省用電、水、油及瓦斯目標,且未來每一年以不低於前一年度之減降比率為原則 • 首次於資訊大樓導入「ISO 50001能源管理系統」並取得驗證 • 首次於資訊大樓等5處導入「ISO 14064-1溫室氣體盤查」並取得驗證",1,1,1,Step 1: 文本中包含多個核心動作和時間錨點：2013年提前達成減碳目標、簽署支持CDP、設定未來節能目標、首次導入ISO 50001和ISO 14064-1並取得驗證。Step 2: 已達成的有2013年提前達成的減碳目標、簽署支持CDP及首次導入ISO並取得驗證。未來需達成的是各公司節省用電等目標。Step 3: 已達成事項佔文本核心比例較大。Step 4: 根據已揭露與驗證的現狀，判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司本身的行動和成就。Step 2: 句中的數字和動作描述的是公司已達成或設定的節能減排目標，不是未來情境的財務衝擊或曝險。Step 3: 文本包含的是公司主動的永續承諾與已完成的行動，沒有披露未來外部情境可能的損失。Step 4: 屬於主動政策和績效揭露，因此判定為 0。,0,Step 1: 文中包含設立目標和取得驗證等具體行動。Step 2: 提供了明確年份（2012年、2015年、2013年）和具體減排目標（降低12%），還有ISO標準驗證。Step 3: 所有行動均可被查證和驗證（如ISO 50001、ISO 14064-1）。Step 4: 句中不存在隱藏的軟詞或逃避責任的條件，所有行動具體可驗證，因此避免判定為1，故判定為0。
11546,"某公司給予員工充分之結社自由,內部亦有企業工會供員工自由參與,對參與工會之員工未有任何差別待遇 ( 包括但不限於薪資、獎酬、訓練、調動、升遷...等 )。截至 2024 年 12 月底,某公司參與企業工會之員工人數佔全體員工人數之 14.66%,與 2023 年同期相當。某公司遵循相關法規提供大規模解僱前之合理最低協商或預告期間 ( 包括但不限於《大量解僱勞工保護法》),並與工會及員工充分溝通,保障員工知情權益,以落實集體協商之精神。",1,0,1,Step 1: 句中的核心動作與時間錨點是已提供員工結社自由、企業工會參與狀況以及截至2024年12月底的工會參與數據。Step 2: 核心成果是正在實施的制度與截至指定日期的現狀。Step 3: 沒有未來尚待達成的目標。Step 4: 依據這些觀察，文本核心為已達成的現狀與制度，判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司本身，描述員工參與工會的情況，不涉及外部環境或政策衝擊。Step 2: 描述的是目前員工參與工會的比例和公司的合規行動，不涉及未來財務衝擊。Step 3:這是單純的員工參與情況和合規措施，應排除為 0。Step 4: 判定為 0。,0,Step 1: 句子本身沒有明顯的公關軟詞或條件式逃脫。Step 2: 提供了2024年底和員工參與工會比例14.66%的具體數字。也提到遵循相關法規，這是可以核實的行動。Step 3: 員工參與工會比例和法規遵循可被第三方查證。Step 4: 核心是具體數據和已執行的制度，因此判定為0。
11547,"為達到節電目標,減少碳排放量,除積極推動各項節能減碳專案、節電措施及落實綠色辦公外,2024 某公司訂定「營業單位節電競賽獎勵措施」,每年針對全台營業單位之用電量分配減量目標,就單位節電量及年度減量目標達成率進行排名,給予 6,000 ~ 60,000 元不等之獎勵金。2024 年國內參與評核營業單位用電量為 23,865,082 度,較 2023 年減少 510,215 度,節電量達 2.09%,減少之用電量換算碳排放量約為 242 公噸 CO2e 註,相當於 0.63 座大安森林公園年吸碳量。",1,1,1,Step 1: 核心動作為2024年訂定節電競賽措施，以及2024年用電量的節省成果。Step 2: 2024年的節電效果和用電減少已經發生，競賽獎勵措施也在年度內完成實施。Step 3: 雖然文本提到未來計畫推動節能項目，但核心是2024年已經達成的節電成果。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 核心主詞是公司本身的行動和績效。Step 2: 描述的是公司要達成的節電與減碳目標，以及相關競賽的預期效果，並非外部情境的衝擊或損失說明。Step 3: 提供數據為用電減少量及排放減少量，為公司主動措施的結果，不涉及外部風險。Step 4: 根據主被動和排除原則，判定為 0。,0,"Step 1: 文中有積極推動、落實等軟詞。
Step 2: 但提供2024年、具體的獎勵措施、用電量、減量目標、節電量、具體減少度數和碳排放量的具體數據。
Step 3: 所有數字和比率均可被第三方查證。
Step 4: 軟詞被具體數據和行動覆蓋，故判定為 0。"
11548,"某公司稅務管理及決策的最高管理者為財務長,日常稅務規劃與管理皆由專業且經驗豐富的稅務團隊執行,並定期將稅務規劃與事務彙報予財務長。某公司亦委託外部稅務專業機構提供稅務議題上的專業服務及建議,增強專業知識及了解稅務法,且稅務團隊積極與各地營運據點之稅務機關保持良好溝通與回應。某公司之審計委員會每年皆會審查關於財務、會計、稅務及稽核等是否依據相關政策及法規執行,且本公司每年透過向利害關係人調查其關注之永續議題,同步了解對於稅務觀點與疑慮。為提升稅務方面之治理,某公司未來亦規劃公開參與稅務公共政策倡議。",0,1,1,Step 1: 核心動作有稅務規劃執行、定期彙報、外部諮詢、稅務委員會審查、利害關係人調查，並規劃未來公開參與稅務政策倡議。時間錨點大多為現行制度與常態性管理。Step 2: 多數成果已經發生或正在實施，只有未來公開參與政策是尚待達成。Step 3: 主體部分在於現行制度運作與管理，未來目標是附帶內容。Step 4: 核心是已完成的制度與現狀，判定為歷史/現狀，故為 1。,0,Step 1: 主詞為某公司，描述的是公司的稅務管理與決策行動。Step 2: 文本描述的是公司主動管理與參與稅務公共政策，不涉及未來情境衝擊。Step 3: 這是稅務治理與管理行動的揭露，不是風險衝擊揭露。Step 4: 判定為 0。,0,Step 1: 出現了增強、積極、保持、提升以及規劃這些詞，但多數是描述現行行動或未來計劃，並非典型的公關軟詞。Step 2: 文中提到財務長的具體角色、外部機構參與、審計委員會的審查，都提供了實質的行動和結構性細節。Step 3: 稅務團隊的活動及審計委員會的審查都是具體可查的行動。Step 4: 雖然有提到未來的規劃，但大部分內容基於核心制度揭露，應判為 0。
11549,"身為臺灣最國際化的金融業者,某公司積極參與國際永續金融倡議,遵循氣候與自然財務揭露建議,接軌全球永續趨勢;在永續金融政策中,明訂以「積極響應並提倡永續金融」、「聚焦於創造 SDGs 及氣候環境相關之正向影響力」、「驅動低碳經濟,邁向 2050 淨零排放」、「整合集團資源,擴大業務綜效」四大實施原則,作為集團推動永續發展暨金融業務的依據,各子公司風險、投融資等相關政策與規範中,明示辦理各項金融業務時,應善盡並持續不斷精進 ESG 關注面向的管理義務。",0,0,0,Step 1: 核心動作為積極參與倡議和設定永續原則，時間錨點不明確。Step 2: 設定四大實施原則和推向2050淨零排放是未來要達成的目標。Step 3: 文本核心為未來的四大實施原則與淨零排放承諾。Step 4: 判定為未來，故為 0。,0,Step 1: 主詞是公司及其永續金融政策行動。Step 2: 描述的是公司要實現的目標與行動，如推動淨零排放與永續金融。Step 3: 不涉及未來情境下的損失或衝擊預測。Step 4: 此文本為主動揭露策略與承諾，判定為 0。,1,Step 1: 包含積極參與、積極響應、提倡、聚焦、驅動、邁向、善盡、持續不斷精進等軟詞。Step 2: 缺乏具體時間、數字或量化成果來支持這些軟詞。Step 3: 雖有實施原則和政策依據的描述，但核心主張無法被第三方查證具體的績效或進度。Step 4: 由於軟詞沒有實質覆蓋且缺乏具體驗證，判定為 1。
11550,"與「台東基督教醫院」合作深入偏鄉,迄今長期支持行動醫療車的通訊裝備,2024年共服務5,442人次,保障各弱勢族群之醫療照護,縮短城鄉醫療的鴻溝。另外也贊助「社團法人中華民國肯愛社會服務協會」之憂鬱症電話輔導專線「忘憂880」專案,透過溫馨電話傾聽、會心團體工作坊等提升情感感度與覺察力,進而促進憂鬱症保健與復原。",1,0,1,"Step 1: 時間錨點包括迄今與2024年，核心動作為支持行動醫療車與贊助電話輔導。Step 2: 支持通訊裝備是長期行為，2024年服務5,442人次已完成。Step 3: 贊助電話輔導是持續進行的行動，沒有未來目標作為核心。Step 4: 判定為歷史/現狀，故為 1。",0,Step 1: 主詞是公司本身的行動與承諾。Step 2: 描述的是支持行動醫療車通訊裝備與贊助輔導專案，屬於公司主動投入資源的社會責任行動。Step 3: 這些內容是公司的行動與承諾，不涉及未來情境衝擊或曝險。Step 4: 判定為 0。,0,"Step 1: 文本中有一些提升、促進等軟詞。Step 2: 但核心包含與台東基督教醫院合作、行動醫療車服務5,442人次、2024年、贊助電話輔導專線等具體數據與行動。Step 3: 與醫院合作的行動、服務人次、贊助專案均可被第三方查證。Step 4: 軟詞只是在行動後的附帶修辭，故判定為 0。"
11551,"面對金融科技浪潮,某公司始終以客戶需求為導向,思考各類型金融服務的本質,並透過新技術的發展,致力於提供更有溫度、更符合客戶實際需求的金融服務。某公司積極探索金融科技的應用,導入數位科技以及人工智慧技術,以提高作業效率和客戶服務滿意度。2024 年某公司創新科技應用部廣納人工智慧專案規劃與技術人才,發展多元人工智慧應用場景,建置並持續優化某公司腦,透過 AI、大數據分析等技術,致力於打造更具包容性和永續的金融環境。",1,1,0,Step 1: 核心動作包括探索金融科技、導入技術、提高效率和滿意度、招募人才，以及發展與優化技術，時間錨點包括當下詞語和2024年。Step 2: 公司對金融科技的探索和技術導入是進行時，但2024年的計畫是未來目標。Step 3: 2024年的技術發展和人才招募是未來目標的核心。Step 4: 這些未來目標和計畫是文本核心，故判定為未來，為 0。,0,Step 1: 核心主詞是公司本身的行動和承諾。Step 2: 描述的是公司採取的創新技術應用，目標是提升作業效率和客戶滿意度。Step 3: 無風險揭露或財務衝擊描述。Step 4: 判定為 0。,0,Step 1: 出現始終、致力於、積極等軟詞。Step 2: 2024年明確提到創新科技應用部的具體行動，例如廣納人才和發展AI應用場景。Step 3: 招募人才和發展技術可被查證。Step 4: 儘管有軟詞，硬證據如年份和具體行動覆蓋了模糊性，判定為 0。
11552,"此外,本公司落實永續理念至日常營運,將其列為首要營業政策。未來將持續依循永續策略藍圖「企業永續、環境永續、社會永續」之願景,落實「RISE」-Resilience 建構韌性經營、Inclusion 領航永續金融、Synergy 創造多元共融、Enrichment 豐富環境共好之 4 大策略主軸,持續實踐 ESG 作為,積極規劃多元金融商品及服務,運用金融影響力與利害關係人共同追求經濟、環境及社會共融。",0,1,0,Step 1: 核心動作是在日常營運中落實永續理念，並持續依循藍圖實踐ESG作為。Step 2: 主要內容描述的是未來的承諾和策略，具體為未來持續依循和實踐。Step 3: 文本核心為未來承諾和策略。Step 4: 判定為未來，故為 0。,0,Step 1: 核心主詞是公司自身的行動與策略計畫。Step 2: 描述的是未來主動要達成的目標與策略，而非外部情境的財務衝擊。Step 3: 不是單純數據揭露，也不是風險管理流程。Step 4: 依主動承諾原則，判定為 0。,1,Step 1: 句中有持續依循、願景、落實、實踐、積極規劃等大量公關軟詞。Step 2: 文中缺乏明確年份、數字、成果或認證支持。Step 3: 所述願景與策略無法被第三方明確查證。Step 4: 軟詞是文本主體，沒有具體的可覆蓋證據，因此判定為 1。
11553,"某公司股份有限公司 ( 以下簡稱「某公司」),包含某公司、某公司、某公司產險、某公司證券、某公司投信、某公司創投 ) 致力於創造股東、客戶及員工最大價值,秉持「誠信、當責、創新」核心理念,面對環境快速變化,採取與時俱進的營運策略,發揮金融職能實踐永續金融、結合數位科技應用與創新,並有效整合集團資源綜效,致力提供客戶全面、便捷、有溫度的金融服務,以「保險+銀行+資產管理」為三引擎,朝「亞太地區最佳金融機構」的願景邁進。",0,1,0,Step 1: 核心動作為創造價值、實踐永續金融，時間錨點不明確，未來願景為亞太最佳金融機構。Step 2: 文中主要描述的多為理念與願景，需未來持續努力才能達成。Step 3: 文本核心為未來願景與目標。Step 4: 判定為未來，故為 0。,0,Step 1: 文本核心主詞是公司本身的行動與策略。Step 2: 描述的是公司採取的營運策略和願景，而非外部情境下的曝險或損失。Step 3: 這是公司主動的策略與願景宣示，非風險衝擊揭露。Step 4: 判定為 0。,1,Step 1: 包含致力於、秉持、與時俱進、實踐永續金融、締造願景等公共關係用語。Step 2: 無明確時間、數字、成果或認證覆蓋模糊性。Step 3: 願景與策略性用語難以量化查證。Step 4: 軟詞為核心表達而非附帶修辭，判定為 1。
11554,"分析近 3 某公司能源使用狀況發現,由於 2023 某公司整體產能、產量較 2022 年增加,故 2023 年電力及天然氣等能源實際使用總量都較 2022 年增加。2023 年每單位銷售金額 ( 新台幣每百萬營收 ) 的外購電力使用強度較 2022 年度僅略為減少 0.44%,每單位銷售金額的能源消耗量強度下降 3.67%。為進一步降低每單位銷售金額的外購電力使用強度及每單位銷售金額的能源消耗量強度,某公司於 2024 年著重提升營收產值與能源效率。因此即便 2024 年全年產能、產量與能源皆較往年增長且外購電力與天然氣皆同步增加的情況下,2024 某公司每單位銷售金額的外購電力使用強度卻較 2023 年減少了 24.62%,2024 年每單位銷售金額的能源消耗量強度下降 22.97%;較 2022 年則減少了 25.80%,足見某公司在提升能源效率或是減少單位營收能源消耗上獲得了顯著的進展!",1,0,1,Step 1: 核心動作包括2023和2024年能源使用狀況的比較，時間錨點為過去的2023年和現時的2024年。Step 2: 文本記述2023年和2024年已發生的事實和成就，包括能源消耗強度的減少。Step 3: 核心是已發生的數據與績效。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司能源使用的現況與改善狀況。Step 2: 文本描述的是公司主動的能源效率提升與實際成效。Step 3: 雖然有用到數據，但主要是揭露公司過去的績效與主動目標，不涉及未來情境造成的衝擊。Step 4: 判定為 0。,0,"Step 1: 文中有修飾詞如 ""略為減少"" 和 ""顯著的進展"" 但都伴隨具體數據。
Step 2: 包含明確的年份 (2023, 2024) 和數字 (0.44%, 3.67%, 24.62%, 22.97%)。
Step 3: 能源使用強度和消耗量強度的變化數字可以被客觀查證。
Step 4: 整體以數據為主，修辭不影響核心內容，應判定為 0。"
11555,"某公司每年發行中英文版永續報告書,本報告書發布於 2025 年 7 月,揭露某公司 2024 年度( 2024 年 1 月 1 日至 12 月 31 日,與財務報告的報導期間一致)於環境、社會、公司治理等面向之執行成果,以提供利害關係人所需之重要永續資訊,部分資料為提供資訊之可比較性則不限於當年度。本報告書經董事會核定後對外公開揭露,若有資訊重編之情形(如基準年調整或數據異動),將於該數據及段落附註說明。",1,1,1,Step 1: 時間錨點為2025年發布報告，且內容涵蓋2024年度的執行成果。核心動作是揭露執行成果。Step 2: 核心內容是2024年度的執行成果，是已經發生的事實。Step 3: 沒有未來目標。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本主詞是公司及其報告書。Step 2: 描述的是公司主動發行永續報告書，揭露執行成果和一般資料，不涉及未來情境造成的衝擊。Step 3: 這是單純的報告資訊揭露，屬於一般資料揭露。Step 4: 判定為 0。,0,Step 1: 文本沒有使用軟詞或條件式逃脫語句。Step 2: 確定發布時間為2025年7月，報告期間清楚為2024年度，報告經董事會核定。Step 3: 第三方可查證報告核定與資訊公開流程。Step 4: 文本核心是已完成的揭露程序，沒有使用軟詞，判定為 0。
11556,"某公司積極創建全方位人才吸引優勢,在用人與人才發展上,皆給予開放公平之機會。在人才招募上,某公司積極在海內外佈建徵才管道、並規劃完善之內部同仁推薦制度,多年來更持續深耕校園,招募社會新鮮人加入 IC 設計產業。育才方面,某公司教育訓練體系由某公司企業大學六大學院建構而成,提供多元 / 即時且發展藍圖完善之專業教育訓練,促進同仁強化各項創新研發、組織發展與各領域管理知識,並重視個人適性職務發展的修課制度,提升各項員工專業職能、管理職能,積極培育內部各項專業及領域接班人才,創造組織與人才雙贏適配度,持續全面強化組織競爭力!具策略性及活潑的人才養成、以員工關係體驗出發的整體規劃以及完整的人權保障,幫助某公司持續創造人才高度吸引力與留任率,加上某公司優質的經營績效與具競爭力的薪酬福利政策,造就某公司在校園及就業市場擁有良好之雇主品牌形象,亦使組織向心力與凝聚力以及持續發展意願向上提昇。",0,1,1,Step 1: 核心動作為多年的深耕校園招募與完善的人才培育系統。時間錨點包含多年來持續進行的過去行動與正在實施的系統。Step 2: 招募與培育系統是多年間已持續執行的現行制度。Step 3: 文本沒有未來尚待達成的目標，重點在已進行的行動、現有制度以及現狀良好評價。Step 4: 根據『已完成/現狀優先』的準則，判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司的人才招募和培育行動。Step 2: 描述的是公司主動要達成的目標及已有的績效，不是未來情境造成的衝擊。Step 3: 沒有單純數據揭露或風險管理流程的描述。Step 4: 判定為 0，屬於公司主動承諾與績效揭露。,1,Step 1: 文中使用了積極創建、開放公平、持續深耕、完善規劃、創造雙贏、強化競爭力、具策略性、活潑、完整人權保障等多個軟詞和無法量化的詞彙。Step 2: 缺乏具體年份、數字、具體認證或可驗證的成果。Step 3: 討論的是公司內部制度，且運用了很多主觀描述，這使得第三方難以查證。Step 4: 軟詞似為文本核心而非附帶修辭，故判定為 1。
11557,"某公司於 2021~2024 年平均離職率為 7.7% (其中 2024 年離職率依性別:女性為 5.5%、男性為 5.3%;依年齡別:30 歲以下為 13.0%、30 ~ 50 歲為 4.6%、50 歲以上為 1.3%),加計子公司的平均離職率則為 9.6%。2024 年整體集團離職率 6.1%、某公司離職率 5.4%,皆為近四年最低。某公司 2024 年離職率較前一年降幅 1.8%,持續低於離職率目標 7.0%。",1,1,1,Step 1: 時間錨點為2021~2024年，核心動作為揭露過去離職率數據。Step 2: 所有數據均已發生，並包括2024年的詳細數據。Step 3: 沒有未來目標或承諾，核心是過去和現狀的員工離職率數據。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司的離職率數據與目標。Step 2: 數字描述的是過去/現況數據和公司改善目標，不是未來情境衝擊或損失。Step 3: 這是單純人員數據揭露，應排除為 0。Step 4: 判定為 0。,0,Step 1: 文中使用持續，但主要為數字呈現。Step 2: 提供了具體的年份、數字和細分類別的離職率數據。Step 3: 這些數據可以被第三方查證。Step 4: 雖然有軟詞，但主要為數據呈現可驗證內容，判定為 0。
11558,"面臨氣候變遷帶來的问题與挑戰,某公司呼應「巴黎協定」,支持營運據點所在地國家相關環境政策法規,包含台灣《氣候變遷因應法》、歐盟《歐盟氣候法》、中國大陸《2030 年前碳達峰行動方案》,此三項政策及法令依循「巴黎協定」目標制定,台灣與歐盟設定 2050 年達成淨零,中國大陸設定 2060 年達成碳中和,並有碳定價相關規劃,如台灣設立碳費制度、歐盟與中國大陸推動 ETS 碳交易制度,同時,此三項政策皆強調發展再生能源,提高能源效率,促進節能減碳,並提出氣候調適行動方案。某公司支持前述法規政策,制定「氣候變遷因應策略」,承諾推動永續製造、重視能源效率與低碳轉型、強化氣候韌性與實現轉型正義,以引導自身與商業夥伴及利害關係人落實低碳轉型,善盡共同保護地球環境之責任。",1,1,0,Step 1: 句中的核心動作是支持政策和承諾推動低碳相關策略，涉及未來多年目標。時間錨點與政策目標年份包括2050年和2060年。Step 2: 核心成果為承諾和策略推動，未來必須執行才能達成。Step 3: 核心是未來承諾與目標，支持政策的陳述是背景。Step 4: 判定為未來，故為 0。,0,Step 1: 主詞是公司對政策法規的支持與制定的策略。Step 2: 描述的是公司主動的策略承諾與行動，不是未來情境造成的衝擊。Step 3: 文本重點是公司對政策的支持及制定策略，不是單純數據或風險管理流程。Step 4: 符合企業主動發起的永續政策，判定為 0。,0,Step 1: 句中有承諾、支持、推動、重視等詞，但主要為信息描述。Step 2: 提供具體政策法規與時間點，如2050年、2060年達成淨零和碳中和。Step 3: 行文中提及支持和依循具體的政策法規，可追蹤查證。Step 4: 雖有支持等詞彙，但結合具體時間與法規，不構成過度模糊，以描述為主。判定為0。
11559,"為保障所有員工擁有安全與衛生無虞的工作環境,我們遵循「職業安全衛生法」設置一級單位勞安室,並成立職業安全衛生委員會,委員人數共 29 人,其中員工推舉之勞工代表 10 位,佔比為 34.48%,勞安室則編制 4 名專職人員 ( 職業安全衛生業務主管 1 人、安全衛生管理師 1 人、衛生管理師 1 人、安全衛生管理員 1 人 )。委員會每季召開乙次會議,由雇主代表擔任會議主席,勞安室、護理師進行季度業務報告,各單位進行目標方案報告,邀集各單位最高主管及勞工代表共同商討公司安全衛生業務,並訂定職業安全績效目標、討論目標進度;每年辦理管理審查會議,審議、協調及建議安全衛生相關事項,確認職安衛運作之適切性及有效性。除上述會議,相關利害關係人可透過聯合服務中心、專屬 Email 信箱、利害關係人專區及內部溝通平台反映對職安衛之意見,若有職安衛相關事件則會透過職業安全衛生委員會,召集相關單位主管、勞工代表,協調、建議、審議職業安全衛生事項。依循管理系統 PDCA ( 規劃、執行、查核、修正 ) 流程來進行活動,以確保可靠度目標之達成,並進而促使職業安全衛生持續改善。",1,1,1,Step 1: 核心動作是設置勞安室、成立委員會、每季召開會議、每年辦理管理審查會議，並有相關制度、措施的實施。Step 2: 這些是現行實施的制度與常態性管理措施。Step 3: 沒有未來尚待達成的具體目標作為核心。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司本身的行動。Step 2: 描述的是公司遵循法規設立安全委員會和制定職業安全目標，這是公司主動採取的行動與改善措施。Step 3: 文本主要是揭露安全管理流程，不是在描述外部因素造成的財務衝擊或曝險。Step 4: 判定為 0。,0,Step 1: 文中沒有使用漂綠的公關軟詞或條件式逃脫。Step 2: 提供了具體措施和數字，例如設置勞安室、29名委員、每季度會議等。Step 3: 主張和行動清晰具體，可以被第三方查證。Step 4: 以具體行動為核心，無需判定為避險，符合可驗證條件。
11560,"分析不同暖化情境導致淹水對100%新舊營運據點潛在風險,並在5年內實施氣候調適措施,如:加強行舍防洪及排水系統設置,以防範劇烈降雨或投保適合保險以轉嫁風險。針對熱帶氣旋/極端降雨可能因淹水導致電力與資訊設備損害,已建立備援及不斷電系統,並設置防水閘門及沙包等防災措施,平時即要求總務人員納入設備點檢或委由專業廠商維護,確保營運不中斷。針對極端氣候、海平面上升及熱帶氣旋風險,密切關注乾旱、強降雨及供電警報,並設置防護圍籬因應颱風、水災、地震、擴充、疫情、火災、爆炸等緊急狀況以管理氣候變遷風險。",1,1,1,Step 1: 核心動作包括分析暖化情境、實施氣候調適措施、已建立備援系統、設置防水措施。時間錨點包含5年內計畫和已建立措施。Step 2: 已建立備援及防災措施屬於現行事實，而5年內的氣候調適措施是未來計畫。Step 3: 文本中，已建立防災措施是主要現狀描述。Step 4: 依據 Guidelines，核心描述已包含現行制度，判定為歷史/現狀，故為 1。,0,Step 1: 文本前半部分描述了外部暖化情境和淹水對營運據點的潛在風險，但後半段描述公司主動採取的調適措施。Step 2: 動作及數字描述的是公司主動要達成的防護目標，如防洪、排水系統升級及設置防護圍籬。Step 3: 雖然提到風險來源，但主要內容為公司採取的應對行動。Step 4: 依主被動反轉原則，文本反映的是主動防護措施，因此判定為 0。,0,Step 1: 文中主要動詞如'分析'、'實施'、'設置'、'建立'、'要求'等，表達具體行動，並不屬於公關軟詞。Step 2: 提到5年內實施措施，還有具體措施如防洪系統設置、備援系統、委由專業廠商維護等，這些均為具體可查證的行動。Step 3: 計劃和措施如防洪和排水系統設置等，可由第三方稽核查證。Step 4: 全文沒有使用公關軟詞，本身為具體措施描述，故判定為 0。
11561,"2024 年報告書反映出某公司已經持續與利害關係人的參與,並建立重大主題主體,以發展及達成利害關係人具有責任且策略性的回應。報告書中已公開地報告與揭露環境、社會及治理的訊息,及足以支持宣告的質化目標設定。以我們的專業意見而言,我們相信報告書涵蓋了某公司之包容性議題,持續展現出由最高管理階層支持之永續作為,對於縮短與部落實感間。",1,1,1,Step 1: 時間錨點為2024年，核心動作為持續參與、建立主題、公開報告與揭露。Step 2: 參與和揭露是已經發生的行為。Step 3: 文本核心在於已完成的參與和揭露行為。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司和其行動，包括利害關係人的參與和策略性回應。Step 2: 文本描述的是已完成的行動與目標設定，不涉及未來情境造成的衝擊或損失。Step 3: 非單純數據揭露，而是公司主動的策略和承諾。Step 4: 判定為 0。,1,Step 1: 文中使用了“持續”“發展及達成”“具有責任且策略性的回應”“持續展現”等軟詞。Step 2: 乍看之下有提到2024年報告書，但沒包含具體量化數據、成果及認證等可查證內容。Step 3: 宣告的質化目標和包容性議題的支持缺乏具體證據，難以被第三方查證。Step 4: 軟詞及條件句用於核心部分而非附帶修辭，判定為 1。
